ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.4193,-1.6253,-7.5131,6.2669,-1.6323,-7.3642,-0.0087,0.0031,-0.0119,-6.0000E-04,-1.0000E-04,0,0.49,15.79,50.06,73.77,9.59,-139.59,113904,2016-03-24 08:40:00:056
6.3958,-1.631,-7.4835,6.2682,-1.6257,-7.3646,0.0098,0.0413,-0.0056,0.0014,4.0000E-04,-0.001,0.46,15.58,50.55,74.22,9.54,-139.6,114004,2016-03-24 08:40:00:156
6.3912,-1.6855,-7.4799,6.2679,-1.624,-7.3652,0.0049,0.008,-0.006,-0.002,-8.0000E-04,6.0000E-04,0.48,16.42,50.65,74.21,9.53,-139.6,114104,2016-03-24 08:40:00:256
6.4021,-1.6448,-7.4989,6.2686,-1.6268,-7.364,-0.0032,-0.0258,0.027,-0.0038,-3.0000E-04,1.0000E-04,1.83,15.49,49.95,75.63,9.55,-139.59,114204,2016-03-24 08:40:00:356
6.3765,-1.6499,-7.5125,6.2684,-1.6272,-7.3641,-0.0058,-0.0053,0.004,0.0026,-0.0014,-7.0000E-04,0.4,15.94,50.38,73.72,9.54,-139.59,114304,2016-03-24 08:40:00:456
6.3741,-1.6762,-7.5279,6.2673,-1.6281,-7.3648,-0.0049,5.0000E-04,-0.0078,0.0026,-2.0000E-04,-3.0000E-04,0.73,15.13,49.38,75.01,9.55,-139.6,114403,2016-03-24 08:40:00:555
6.3823,-1.629,-7.511,6.2666,-1.6273,-7.3656,-0.0108,0.0276,-0.009,-8.0000E-04,0.0011,-2.0000E-04,0.51,14.9,50.92,75.98,9.57,-139.61,114504,2016-03-24 08:40:00:656
6.333,-1.6656,-7.4818,6.266,-1.6281,-7.3659,-0.0192,-0.0116,0.008,-8.0000E-04,0.0013,-0.0018,0.97,15.65,50.4,73.91,9.56,-139.61,114603,2016-03-24 08:40:00:755
6.3859,-1.6501,-7.4267,6.2633,-1.6288,-7.3681,-0.0026,-0.0158,0.0131,-0.0054,-0.0013,-0.0014,0,16.81,50.14,72.14,9.57,-139.64,114703,2016-03-24 08:40:00:855
6.3904,-1.6125,-7.459,6.2676,-1.6257,-7.3651,0.0042,0.0191,0.0538,9.0000E-04,0.0031,-0.0011,1.01,15.53,50.6,74.39,9.54,-139.6,114804,2016-03-24 08:40:00:956
6.3999,-1.6606,-7.5054,6.2688,-1.6259,-7.3641,-0.0186,-0.0202,-0.0046,-0.0027,-0.0027,0.0022,2.1,17.4,49.33,72.02,9.52,-139.57,114904,2016-03-24 08:40:01:056
6.3833,-1.6522,-7.4996,6.2674,-1.6264,-7.3651,0.0105,-0.0091,-0.0033,-0.0027,-0.0027,0.0022,2.1,17.4,49.33,72.02,9.52,-139.57,115003,2016-03-24 08:40:01:155
6.3742,-1.6643,-7.5172,6.2671,-1.6238,-7.3659,0.0142,0.0219,0.0023,-5.0000E-04,-0.0028,0.0011,0.12,15.75,51.3,74.21,9.53,-139.61,115104,2016-03-24 08:40:01:256
6.3517,-1.6474,-7.4372,6.2647,-1.6262,-7.3675,-0.0025,-0.0119,-0.0141,0.0015,-0.0028,0.0011,0.91,15.97,50.78,74.38,9.53,-139.61,115204,2016-03-24 08:40:01:356
6.3873,-1.6798,-7.476,6.263,-1.6315,-7.3677,-0.013,-0.0168,0.0154,3.0000E-04,6.0000E-04,0.0032,1.78,15.46,50.37,75.64,9.55,-139.64,115303,2016-03-24 08:40:01:455
6.3849,-1.661,-7.4976,6.2645,-1.6321,-7.3663,0.0126,0.0039,3.0000E-04,-6.0000E-04,0.0023,0.0034,1.27,15.66,50.63,74.43,9.58,-139.62,115404,2016-03-24 08:40:01:556
6.3989,-1.67,-7.5114,6.2621,-1.6364,-7.3674,-0.0142,-0.0017,-0.0238,0.0026,0.001,0.0033,0.62,15.66,50.39,73.96,9.61,-139.64,115504,2016-03-24 08:40:01:656
6.3598,-1.6573,-7.4938,6.2629,-1.6367,-7.3666,0.0221,-0.0026,-0.0098,0.0013,-4.0000E-04,5.0000E-04,1.42,14.85,49.77,75.55,9.61,-139.63,115604,2016-03-24 08:40:01:756
6.3749,-1.6851,-7.5341,6.2647,-1.6321,-7.3662,0.0105,0.0321,0.0136,0.0014,-1.0000E-04,-3.0000E-04,0.1,15.33,49.94,75.39,9.6,-139.64,115704,2016-03-24 08:40:01:856
6.3488,-1.6665,-7.499,6.2649,-1.6357,-7.3651,0.0078,-0.0114,0.0089,0.0026,-0.0022,-0.0024,0.11,15.33,50.66,75.87,9.59,-139.62,115804,2016-03-24 08:40:01:956
6.3961,-1.6494,-7.4823,6.2646,-1.6361,-7.3653,-0.019,0.0073,0.034,0.0017,-0.0024,-6.0000E-04,0.13,15.09,50.14,75.4,9.6,-139.62,115903,2016-03-24 08:40:02:055
6.3617,-1.6448,-7.4803,6.265,-1.6334,-7.3656,0.0097,0.0036,-0.0068,0.001,-0.0013,-6.0000E-04,0.8,15.14,49.85,75.54,9.59,-139.61,116003,2016-03-24 08:40:02:155
6.3685,-1.6358,-7.5207,6.2662,-1.6336,-7.3645,0.0169,0.0041,-0.0057,0.0026,4.0000E-04,-5.0000E-04,0.61,15.4,50.31,75.54,9.59,-139.61,116103,2016-03-24 08:40:02:255
6.3764,-1.6747,-7.497,6.2653,-1.6351,-7.365,3.0000E-04,-0.0037,0.0021,0.0021,4.0000E-04,-6.0000E-04,0.26,16.14,50.14,73.77,9.59,-139.62,116204,2016-03-24 08:40:02:356
6.3527,-1.6557,-7.4835,6.2664,-1.6377,-7.3635,-0.013,-0.0165,0.0142,0.0039,0.0023,-0.0042,0.67,16.39,50.54,74.45,9.6,-139.61,116305,2016-03-24 08:40:02:457
6.3924,-1.6684,-7.5033,6.2673,-1.6346,-7.3634,-1.0000E-04,-0.0026,5.0000E-04,5.0000E-04,7.0000E-04,-0.004,0.26,15.19,50.05,75.4,9.6,-139.6,116405,2016-03-24 08:40:02:557
6.39,-1.642,-7.5049,6.268,-1.6331,-7.3631,0.0173,0.0035,-0.0137,0.0016,-4.0000E-04,-0.0029,0.85,15.33,50.38,75.53,9.59,-139.59,116504,2016-03-24 08:40:02:656
6.3749,-1.6765,-7.5427,6.2711,-1.6282,-7.3615,0.024,0.0196,0.0166,0.0013,-0.0034,5.0000E-04,1.03,15.22,50.56,75.97,9.56,-139.57,116604,2016-03-24 08:40:02:756
6.3339,-1.654,-7.5558,6.2671,-1.63,-7.3646,0.002,-0.0048,-0.0488,0.0032,-0.0014,0.0019,1.29,15.04,49.96,75.51,9.57,-139.6,116704,2016-03-24 08:40:02:856
6.4134,-1.6558,-7.4331,6.2636,-1.6331,-7.3669,-0.0095,0.0018,-0.0209,0.0021,0.0016,-7.0000E-04,0.04,15.85,50.42,73.76,9.59,-139.62,116804,2016-03-24 08:40:02:956
6.3809,-1.6205,-7.5336,6.2636,-1.6332,-7.3668,-0.0023,0.0019,-4.0000E-04,-2.0000E-04,-4.0000E-04,-1.0000E-04,1.26,15.76,50.33,73.94,9.59,-139.63,116905,2016-03-24 08:40:03:057
6.4236,-1.6998,-7.4901,6.2654,-1.63,-7.3661,0.0165,0.0135,0.0175,5.0000E-04,4.0000E-04,-0.003,2.12,14.72,48.66,75.19,9.58,-139.64,117003,2016-03-24 08:40:03:155
6.3341,-1.6759,-7.5568,6.2668,-1.623,-7.3664,-0.0011,0.0276,0.0085,-0.0027,-0.0028,0.0032,0.93,16.93,49.81,72.32,9.53,-139.61,117104,2016-03-24 08:40:03:256
6.3901,-1.686,-7.4648,6.2616,-1.6244,-7.3705,-0.0344,-0.0183,-0.0336,-0.0027,-0.0028,0.0032,0.93,16.93,49.81,72.32,9.53,-139.61,117204,2016-03-24 08:40:03:356
6.3599,-1.6576,-7.4774,6.2641,-1.6291,-7.3674,-0.0054,-0.01,0.0037,5.0000E-04,2.0000E-04,0,0.8,17.04,50.3,72.36,9.56,-139.63,117303,2016-03-24 08:40:03:455
6.3683,-1.6528,-7.4972,6.2616,-1.6276,-7.3698,-0.0093,0.017,-0.0135,7.0000E-04,-0.0028,-0.0011,1.23,15.94,50.14,73.9,9.55,-139.65,117403,2016-03-24 08:40:03:555
6.3783,-1.6917,-7.5181,6.2621,-1.6296,-7.3689,0.003,-0.0095,0.0291,0.0023,-0.0016,3.0000E-04,-0.05,14.53,49.88,75.34,9.55,-139.65,117504,2016-03-24 08:40:03:656
6.3538,-1.6352,-7.5295,6.2638,-1.6337,-7.3666,0.004,-0.0198,0.0269,0.001,-3.0000E-04,0.0018,-0.03,16.18,50.49,73.77,9.59,-139.63,117605,2016-03-24 08:40:03:757
6.3674,-1.679,-7.478,6.2643,-1.6342,-7.3661,-0.0047,-1.0000E-04,0.0126,0.0026,-9.0000E-04,-0.0016,0.35,15.91,50.57,74.27,9.59,-139.62,117704,2016-03-24 08:40:03:856
6.4069,-1.6494,-7.5191,6.2656,-1.6346,-7.3648,0.0126,0.0074,0.0164,0.0023,-0.0015,3.0000E-04,0.6,15.63,50.18,73.96,9.6,-139.61,117804,2016-03-24 08:40:03:956
6.4044,-1.6629,-7.5939,6.2656,-1.6348,-7.3648,-0.0075,-0.002,-0.0266,0.0019,4.0000E-04,-0.0014,-0.48,15.4,50.09,75.4,9.6,-139.61,117904,2016-03-24 08:40:04:056
6.3839,-1.6379,-7.4676,6.2667,-1.6341,-7.364,0.0187,0.0081,-0.0195,0.0026,0.0017,-0.0014,-0.57,15.52,50.5,73.59,9.6,-139.61,118004,2016-03-24 08:40:04:156
6.3844,-1.691,-7.4713,6.2651,-1.6303,-7.3662,-0.031,-0.0012,0.002,-0.0023,-2.0000E-04,-9.0000E-04,0.56,15.27,50.72,75.98,9.57,-139.62,118104,2016-03-24 08:40:04:256
6.3949,-1.6403,-7.4856,6.2652,-1.6316,-7.3658,0.0059,-0.022,0.0044,-0.0022,-6.0000E-04,-7.0000E-04,0.42,15.41,50.2,75.36,9.57,-139.62,118203,2016-03-24 08:40:04:355
6.4121,-1.6549,-7.5133,6.2659,-1.6298,-7.3656,0.003,0.0167,-0.0087,0.0015,-1.0000E-04,0.0011,0.36,15.47,50.55,75.85,9.57,-139.61,118303,2016-03-24 08:40:04:455
6.3662,-1.6827,-7.5169,6.2672,-1.6308,-7.3643,0.0227,-0.0041,8.0000E-04,-2.0000E-04,-2.0000E-04,0.0021,0.87,16.26,49.86,73.92,9.57,-139.61,118403,2016-03-24 08:40:04:555
6.3882,-1.6815,-7.5041,6.2649,-1.6327,-7.3658,-0.0042,-0.0101,-0.0104,-0.0017,0,-6.0000E-04,1.02,15.72,50.27,73.94,9.58,-139.61,118503,2016-03-24 08:40:04:655
6.3869,-1.6894,-7.4431,6.267,-1.6315,-7.3643,0.0097,-0.0077,0.0388,-0.0031,-0.001,7.0000E-04,0.61,15.46,49.92,75.52,9.58,-139.62,118604,2016-03-24 08:40:04:756
6.3678,-1.6729,-7.5182,6.2656,-1.6294,-7.366,-0.0178,0.0152,0.0025,-0.002,-7.0000E-04,0.0011,0.17,14.76,50,75.37,9.58,-139.6,118704,2016-03-24 08:40:04:856
6.3869,-1.6454,-7.5129,6.2661,-1.6317,-7.3651,0.0064,-6.0000E-04,0.0047,7.0000E-04,4.0000E-04,0.0027,0.61,15.98,50.09,73.93,9.57,-139.62,118804,2016-03-24 08:40:04:956
6.3888,-1.6541,-7.4796,6.2648,-1.6313,-7.3663,-0.0109,0.0234,0.0046,5.0000E-04,-0.0022,0.0058,0.5,16.28,50.65,74.43,9.58,-139.61,118904,2016-03-24 08:40:05:056
6.3754,-1.6817,-7.5041,6.2652,-1.6325,-7.3656,0.0115,0.0012,0.015,-0.0023,1.0000E-04,-0.0014,0.31,16.35,48.47,72.69,9.58,-139.62,119003,2016-03-24 08:40:05:155
6.3885,-1.6609,-7.4965,6.264,-1.6322,-7.3668,0.0011,-0.017,-0.0173,-0.0056,-6.0000E-04,0.0017,1.02,16.1,51.25,74.43,9.58,-139.62,119103,2016-03-24 08:40:05:255
6.364,-1.6826,-7.4947,6.2635,-1.6284,-7.368,-0.0146,0.002,-0.0048,-7.0000E-04,0.0034,-1.0000E-04,1.77,15.14,50.91,76.1,9.57,-139.63,119205,2016-03-24 08:40:05:357
6.4001,-1.6834,-7.5144,6.2659,-1.6319,-7.3652,0.0109,-0.0246,0.0161,0.0015,4.0000E-04,0.0011,0.13,16.06,51.31,74.26,9.58,-139.61,119303,2016-03-24 08:40:05:455
6.3638,-1.6295,-7.5006,6.2635,-1.6313,-7.3673,-0.024,0.021,-0.0085,0.0015,-7.0000E-04,-0.0021,-0.08,16.23,49.16,73.24,9.59,-139.61,119404,2016-03-24 08:40:05:556
6.3778,-1.6482,-7.5102,6.2619,-1.6311,-7.3687,-0.0022,0.0044,-0.0224,0.0016,3.0000E-04,-0.0021,0.01,14.6,50.49,75.37,9.58,-139.63,119504,2016-03-24 08:40:05:656
6.3587,-1.6727,-7.531,6.2597,-1.6316,-7.3705,-0.015,-0.0057,-0.0314,6.0000E-04,0.0015,0.001,1.12,15.3,50.92,75.98,9.58,-139.66,119604,2016-03-24 08:40:05:756
6.3604,-1.6363,-7.5123,6.2587,-1.632,-7.3712,-0.0176,1.0000E-04,-0.0088,0.0015,0.0022,-3.0000E-04,1.23,14.49,50.2,77.13,9.58,-139.66,119704,2016-03-24 08:40:05:856
6.3884,-1.6543,-7.468,6.2599,-1.6297,-7.3708,-0.017,0.0246,0.007,0.0028,4.0000E-04,-0.0019,0.81,15.64,49.21,73.42,9.58,-139.66,119804,2016-03-24 08:40:05:956
6.3658,-1.6723,-7.4656,6.263,-1.6317,-7.3677,-9.0000E-04,-0.0183,0.0113,0.0018,-2.0000E-04,-0.0021,-0.38,15.7,50.09,73.74,9.57,-139.64,119905,2016-03-24 08:40:06:057
6.3502,-1.6334,-7.4882,6.264,-1.628,-7.3677,0.0086,0.0198,0.0063,-6.0000E-04,-0.0015,-0.0024,0.21,15.33,49.27,74.85,9.56,-139.63,120004,2016-03-24 08:40:06:156
6.3891,-1.6572,-7.4855,6.2642,-1.6258,-7.3679,0.0015,-0.0039,6.0000E-04,-0.001,0.0021,0.0018,1.26,15.34,50.92,75.95,9.54,-139.63,120103,2016-03-24 08:40:06:255
6.4113,-1.6791,-7.5012,6.2675,-1.6243,-7.3655,0.0326,0.0178,0.0168,-4.0000E-04,2.0000E-04,0.0024,0.13,14.97,50.81,75.81,9.54,-139.63,120203,2016-03-24 08:40:06:355
6.3951,-1.6709,-7.4902,6.2669,-1.6263,-7.3655,2.0000E-04,-0.0054,0.0024,0.0021,-0.0012,-0.0012,1.19,15.56,50.34,73.89,9.54,-139.61,120304,2016-03-24 08:40:06:456
6.3854,-1.657,-7.5278,6.2661,-1.627,-7.3661,0.0043,-0.0053,-0.0087,5.0000E-04,-0.0013,0,0.65,15.2,50.81,75.96,9.55,-139.61,120404,2016-03-24 08:40:06:556
6.4025,-1.6514,-7.4713,6.2656,-1.6255,-7.3669,-0.0151,0.0143,-0.0018,0.001,0.002,-6.0000E-04,1.89,15.53,50.02,74.08,9.55,-139.62,120503,2016-03-24 08:40:06:655
6.3446,-1.6758,-7.53,6.266,-1.6263,-7.3663,9.0000E-04,-0.006,-0.0154,0.0021,0.0025,-0.0015,1.3,16.15,49.95,73.9,9.55,-139.61,120604,2016-03-24 08:40:06:756
6.3796,-1.664,-7.5038,6.2649,-1.6304,-7.3663,-0.0059,-0.0179,-0.0093,7.0000E-04,0,-2.0000E-04,0.24,16.18,50.75,74.24,9.56,-139.61,120704,2016-03-24 08:40:06:856
6.3537,-1.6515,-7.5217,6.2648,-1.6302,-7.3665,0.0083,0.0012,-0.0118,1.0000E-04,-3.0000E-04,3.0000E-04,0.48,15.92,50.7,74.25,9.57,-139.62,120803,2016-03-24 08:40:06:955
6.3578,-1.6341,-7.4364,6.2677,-1.6277,-7.3646,0.0209,0.0065,0.0206,-8.0000E-04,-9.0000E-04,-3.0000E-04,1.23,16.08,50.75,74.4,9.55,-139.6,120904,2016-03-24 08:40:07:056
6.3512,-1.681,-7.4472,6.2672,-1.6285,-7.3648,-0.0034,-0.0121,0.0225,-0.0033,-0.0034,8.0000E-04,0.77,15.57,51.06,74.4,9.55,-139.6,121003,2016-03-24 08:40:07:155
6.3943,-1.6429,-7.5098,6.2664,-1.6309,-7.365,0.018,-0.0107,-0.0101,-0.0015,0,4.0000E-04,1.19,15.26,51.45,75.99,9.57,-139.61,121103,2016-03-24 08:40:07:255
6.3568,-1.6527,-7.4743,6.265,-1.6271,-7.367,-0.0053,-0.0044,0.0087,-0.0026,1.0000E-04,8.0000E-04,0.65,16.59,51.4,72.86,9.55,-139.62,121203,2016-03-24 08:40:07:355
6.3925,-1.6692,-7.5112,6.2654,-1.6251,-7.3671,0.0197,0.0098,-0.0116,-0.0018,-0.0016,0.002,0.91,16.28,51.48,74.38,9.54,-139.62,121303,2016-03-24 08:40:07:455
6.3944,-1.6254,-7.461,6.2678,-1.6284,-7.3644,0.0091,-0.0135,0.0098,-6.0000E-04,4.0000E-04,0.0011,-0.06,15.56,50.82,74.24,9.56,-139.6,121403,2016-03-24 08:40:07:555
6.3398,-1.6373,-7.5136,6.268,-1.627,-7.3645,-0.012,0.0051,0.0226,-0.0048,-0.0017,-0.001,2.11,15.4,50.65,76.1,9.56,-139.6,121503,2016-03-24 08:40:07:655
6.3875,-1.6741,-7.543,6.2678,-1.6253,-7.365,0.0228,0.0039,-0.01,4.0000E-04,-0.0017,-0.001,1.11,15.71,50.32,73.9,9.55,-139.6,121603,2016-03-24 08:40:07:755
6.4294,-1.5974,-7.4191,6.2701,-1.6236,-7.3635,0.0497,0.0166,0.034,-0.0027,-0.0014,0.0024,0.86,14.54,50.43,75.48,9.54,-139.6,121704,2016-03-24 08:40:07:856
6.3299,-1.6908,-7.5118,6.2574,-1.6262,-7.3737,-0.0576,0.0016,0.0052,0.0039,-0.0088,0.0035,2.36,15.02,50.45,75.62,9.55,-139.68,121804,2016-03-24 08:40:07:956
6.5166,-1.667,-7.5831,6.2608,-1.6328,-7.3693,0.0266,-0.0395,-0.0031,0.0028,0.0038,0.0017,1.18,14.79,49.05,75.04,9.58,-139.65,121903,2016-03-24 08:40:08:055
6.2947,-1.5188,-7.4754,6.2363,-1.6376,-7.389,0.0342,0.0132,0.0953,-0.0349,-0.0455,0.0532,0.51,15.46,50.71,76,9.59,-139.68,122004,2016-03-24 08:40:08:156
6.2511,-1.7033,-7.4983,6.2216,-1.6328,-7.4024,-0.0785,0.1242,0.0015,-0.0171,-0.0376,0.0326,1.25,15.18,50.35,75.49,9.58,-139.95,122104,2016-03-24 08:40:08:256
6.3376,-1.8235,-7.5029,6.2467,-1.6637,-7.3743,-0.03,-0.1366,-0.0491,0.0285,0.0448,-0.0255,1.56,16.59,49.38,72.12,9.67,-139.85,122204,2016-03-24 08:40:08:356
6.3432,-1.597,-7.5062,6.2423,-1.6674,-7.3773,0.0062,-0.1312,-0.0192,-0.0098,1.0000E-04,-0.0122,0.49,16.25,49.36,73.45,9.79,-139.76,122304,2016-03-24 08:40:08:456
6.4657,-1.5996,-7.4408,6.2482,-1.6331,-7.3799,0.077,0.0505,0.0494,-0.0157,-0.0056,9.0000E-04,0.6,15.64,50.07,74,9.66,-139.79,122403,2016-03-24 08:40:08:555
6.2632,-1.6832,-7.6115,6.2525,-1.6341,-7.3761,0.0253,-0.0226,0.0443,0.0064,-0.0022,-0.0129,1.04,15.08,50.62,75.99,9.59,-139.71,122504,2016-03-24 08:40:08:656
6.2082,-1.6497,-7.5905,6.2313,-1.6271,-7.3955,-0.1186,0.0063,-0.0683,-0.0058,0.0024,-0.0087,0.42,15.57,50.81,74.19,9.55,-139.88,122604,2016-03-24 08:40:08:756
6.4267,-1.6328,-7.4627,6.2326,-1.6199,-7.396,-0.0616,-0.0013,-0.0319,-0.0162,0.0161,6.0000E-04,0.68,15.13,50.55,75.88,9.51,-139.88,122704,2016-03-24 08:40:08:856
6.4166,-1.6096,-7.4734,6.253,-1.6085,-7.3812,0.0797,0.0271,0.0387,1.0000E-04,-8.0000E-04,-6.0000E-04,-0.18,15.61,50.1,73.6,9.46,-139.79,122804,2016-03-24 08:40:08:956
6.3532,-1.6986,-7.5083,6.253,-1.6109,-7.3808,0.0174,-0.0025,-0.0093,0.0097,-0.0053,-0.0018,0.96,15.31,50.13,75.35,9.43,-139.72,122904,2016-03-24 08:40:09:056
6.284,-1.6196,-7.5148,6.2488,-1.6165,-7.3831,-0.0119,-0.0314,-0.0201,0.0014,-0.0028,0.0015,1.52,14.54,49.82,75.55,9.49,-139.76,123004,2016-03-24 08:40:09:156
6.3905,-1.6707,-7.5188,6.2506,-1.6193,-7.3809,0.0286,-0.0251,0.0112,-0.0052,0.0043,0.0063,0.72,14.25,51.1,77.48,9.5,-139.74,123103,2016-03-24 08:40:09:255
6.3856,-1.6828,-7.5086,6.2515,-1.6238,-7.3792,0.0712,-0.0268,0.0095,0.0017,-0.0133,0.0067,0.68,15.25,51.15,75.92,9.53,-139.73,123203,2016-03-24 08:40:09:355
6.2967,-1.6303,-7.5527,6.2321,-1.6292,-7.3944,-0.0263,0.0074,0.0116,5.0000E-04,-0.0134,0.0045,1.74,15.27,50.2,75.62,9.56,-139.88,123303,2016-03-24 08:40:09:455
6.3055,-1.6813,-7.5704,6.224,-1.6337,-7.4002,-0.0549,-0.0126,0.0038,0.0014,-0.0042,0.0051,1.24,15.13,49.14,74.99,9.56,-139.88,123404,2016-03-24 08:40:09:556
6.3255,-1.6433,-7.486,6.2194,-1.6387,-7.403,0.0288,-0.0075,-0.0163,-0.0067,-0.0043,0.0133,0.8,15.43,50.57,76,9.62,-139.97,123504,2016-03-24 08:40:09:656
6.3288,-1.6365,-7.5177,6.2181,-1.6401,-7.4038,0.004,0.0099,0.0412,-0.004,-0.007,0.0088,0.61,14.26,49.85,77.15,9.62,-139.97,123603,2016-03-24 08:40:09:755
6.3871,-1.6824,-7.5508,6.2277,-1.6413,-7.3954,-0.005,-0.0099,0.0108,0.0109,0.0118,-0.0061,1.61,14.54,50.47,75.67,9.62,-139.96,123704,2016-03-24 08:40:09:856
6.3504,-1.6902,-7.5371,6.2315,-1.641,-7.3923,0.0256,-0.0122,-0.0497,0.012,0.0131,-0.0158,1.44,14.04,51.3,77.62,9.63,-139.87,123804,2016-03-24 08:40:09:956
6.3475,-1.6437,-7.4521,6.2305,-1.6381,-7.3938,0.0157,0.0046,0.019,-0.007,-0.0032,0.002,1.12,16.04,50.29,73.96,9.64,-139.87,123907,2016-03-24 08:40:10:059
6.3715,-1.6422,-7.4922,6.234,-1.634,-7.3917,0.0337,0.0178,0.0278,-0.0055,-0.007,-0.001,0.97,15.43,50.05,75.51,9.59,-139.86,124003,2016-03-24 08:40:10:155
6.3451,-1.644,-7.5581,6.2355,-1.6335,-7.3906,-0.0274,-0.0253,0.0177,0.0046,-0.0039,-0.0108,0.83,15.11,49.7,75.51,9.59,-139.85,124103,2016-03-24 08:40:10:255
6.3545,-1.6475,-7.5149,6.2305,-1.6297,-7.3956,0.0171,-0.0023,0.0028,-0.0063,-0.0038,0.0032,-0.41,16.22,49.73,73.71,9.57,-139.88,124204,2016-03-24 08:40:10:356
6.3454,-1.6141,-7.5706,6.2273,-1.6267,-7.399,0.0045,0.0261,0.0116,-0.0035,-0.0079,0.0035,1.46,16.68,49.48,71.78,9.57,-139.89,124304,2016-03-24 08:40:10:456
6.353,-1.6932,-7.5823,6.2167,-1.6252,-7.4082,0.0028,-0.0093,-0.0308,-0.0025,-0.0072,0.0058,1.45,14.69,49.96,75.43,9.54,-140,124403,2016-03-24 08:40:10:555
6.3301,-1.6554,-7.5293,6.2123,-1.6303,-7.4108,-0.0137,-0.0334,-0.0117,0.0011,-0.004,0.0021,1.72,15.78,50.7,74.53,9.57,-140.03,124504,2016-03-24 08:40:10:656
6.3165,-1.6685,-7.5247,6.2055,-1.628,-7.417,0.0059,0.008,0.0032,-0.0031,-0.0079,0.0025,1.08,15.43,50.34,75.44,9.56,-140.08,124604,2016-03-24 08:40:10:756
6.3544,-1.6252,-7.5663,6.2061,-1.6314,-7.4158,0.0115,-0.0224,-0.0024,0.0035,-5.0000E-04,-0.0023,1.51,15.45,50.51,76.07,9.58,-140.07,124703,2016-03-24 08:40:10:855
6.3683,-1.62,-7.5898,6.2055,-1.6292,-7.4167,0.0119,0.016,-0.0163,-0.0022,-0.0044,0.0048,1.79,16.25,50.32,74.03,9.56,-140.08,124805,2016-03-24 08:40:10:957
6.3113,-1.6706,-7.5552,6.2031,-1.6318,-7.4181,-0.0034,0.0044,-0.0096,5.0000E-04,-0.0018,0.0075,0.71,15.44,50.2,75.46,9.58,-140.1,124905,2016-03-24 08:40:11:057
6.3109,-1.6526,-7.5533,6.1975,-1.6365,-7.4218,-0.0189,0.0034,0.0273,-0.004,-0.0033,0.0041,1.12,16.06,49.63,73.89,9.6,-140.12,125004,2016-03-24 08:40:11:156
6.297,-1.7,-7.5823,6.1979,-1.6352,-7.4218,0.0061,0.0023,-0.0076,-0.0037,0.0025,0.0032,0.58,16.02,50.21,73.89,9.61,-140.14,125104,2016-03-24 08:40:11:256
6.3377,-1.6695,-7.5789,6.2063,-1.6381,-7.4141,-0.0015,-0.0378,0.0247,-0.001,0.0091,-0.0053,0.58,14.65,49.81,75.51,9.62,-140.07,125203,2016-03-24 08:40:11:355
6.418,-1.7191,-7.4859,6.2164,-1.6442,-7.4043,0.0985,0.0114,0.021,0.0063,-0.0031,0.0101,1.89,14.97,49.64,75.7,9.65,-139.98,125304,2016-03-24 08:40:11:456
6.3237,-1.7781,-7.6712,6.2144,-1.6495,-7.4047,-0.0234,-0.0026,0.0588,0.0126,-0.0105,-0.0078,2.35,15.37,50.73,76.16,9.65,-139.98,125403,2016-03-24 08:40:11:555
6.2529,-1.7356,-7.6249,6.2062,-1.6569,-7.41,-0.0346,-0.0772,-0.0883,0.0083,0.004,-0.0169,1.07,14.88,50.74,76.07,9.68,-139.99,125504,2016-03-24 08:40:11:656
6.2845,-1.613,-7.5592,6.1983,-1.6391,-7.4206,-0.0564,0.0041,-0.0164,-0.0244,0.0022,-0.013,1.72,15.48,50.94,76.12,9.62,-140.13,125604,2016-03-24 08:40:11:756
6.4298,-1.5825,-7.4549,6.2267,-1.6056,-7.4041,0.0882,0.0407,0.0616,-0.0068,0.0119,-0.0072,0.44,15.32,50.95,75.71,9.5,-140.08,125705,2016-03-24 08:40:11:857
6.3901,-1.581,-7.519,6.2371,-1.599,-7.3967,0.0729,0.0223,0.0446,0.0022,-0.0042,-0.0065,0.43,15.07,50.34,75.12,9.38,-139.86,125804,2016-03-24 08:40:11:956
6.3341,-1.6451,-7.5858,6.2331,-1.5969,-7.4006,-0.0093,-0.0204,0.0015,0.0026,-0.0092,-0.0011,0.26,14.21,50.14,76.74,9.36,-139.86,125904,2016-03-24 08:40:12:056
6.3103,-1.6284,-7.5389,6.224,-1.5992,-7.4078,-0.0612,-0.022,-0.0482,-0.0037,-0.0069,1.0000E-04,-0.05,14.24,50.8,77.21,9.39,-139.96,126004,2016-03-24 08:40:12:156
